rank,word,frequency,log_frequency,zm_log_prediction,residual_log_freq_minus_zm,sr_x_log_rank,natural_raw_c_over_r_plus_c,natural_param_x_c_over_r_plus_c,reference_x_log_r_plus_c
3991,rue,18,2.8903717578961645,2.7688396981879393,0.12153205970822523,0.82955776978846574,0.057803072721684341,0.096141921733749455,0.63662068903160707
3992,silken,18,2.8903717578961645,2.768432654832198,0.12193910306396649,0.82958132372532423,0.057789429769251929,0.096128777178421193,0.63666933355077515
3993,split,18,2.8903717578961645,2.768025707537408,0.12234605035875656,0.82960487176263675,0.057775793255447135,0.09611563882650799,0.6367179665899898
3994,square,18,2.8903717578961645,2.7676188562582311,0.1227529016379334,0.82962841390335784,0.057762163175713074,0.09610250667361947,0.63676658815466913
3995,stake,18,2.8903717578961645,2.7672121009493775,0.12315965694678699,0.82965195015044013,0.057748539525497189,0.096089380715369391,0.63681519825022581
3996,stool,18,2.8903717578961645,2.7668054415655803,0.12356631633058424,0.82967548050683348,0.057734922300251179,0.096076260947375591,0.63686379688206929
3997,storms,18,2.8903717578961645,2.7663988780615991,0.1239728798345654,0.82969900497548588,0.057721311495431069,0.096063147365260088,0.63691238405560624
3998,suffice,18,2.8903717578961645,2.7659924103922435,0.12437934750392099,0.82972252355934306,0.057707707106497134,0.096050039964649003,0.63696095977623723
3999,surprised,18,2.8903717578961645,2.7655860385123354,0.1247857193838291,0.82974603626134857,0.057694109128913963,0.096036938741172626,0.63700952404936129
4000,sustain,18,2.8903717578961645,2.7651797623767429,0.12519199551942162,0.82976954308444362,0.057680517558150388,0.096023843690465294,0.63705807688037197
4001,sweets,18,2.8903717578961645,2.7647735819403572,0.12559817595580736,0.8297930440315674,0.057666932389679522,0.096010754808165538,0.6371066182746602
4002,thousands,18,2.8903717578961645,2.7643674971581067,0.12600426073805782,0.82981653910565656,0.057653353618978748,0.095997672089915914,0.63715514823761266
4003,toad,18,2.8903717578961645,2.7639615079849484,0.12641024991121608,0.82984002830964609,0.0576397812415297,0.095984595531363126,0.63720366677461171
4004,truer,18,2.8903717578961645,2.763555614375873,0.12681614352029147,0.82986351164646832,0.057626215252818268,0.095971525128157986,0.63725217389103628
4005,turk,18,2.8903717578961645,2.7631498162859014,0.12722194161026312,0.82988698911905345,0.057612655648334586,0.095958460875955373,0.63730066959226217
4006,urged,18,2.8903717578961645,2.7627441136700845,0.12762764422607997,0.8299104607303297,0.057599102423573044,0.095945402770414273,0.63734915388366087
4007,vanish,18,2.8903717578961645,2.7623385064835144,0.1280332514126501,0.82993392648322306,0.057585555574032249,0.095932350807197725,0.63739762677059919
4008,vein,18,2.8903717578961645,2.7619329946813043,0.12843876321486025,0.82995738638065697,0.057572015095215069,0.095919304981972903,0.63744608825844151
4009,vision,18,2.8903717578961645,2.7615275782185993,0.12884417967756523,0.82998084042555331,0.057558480982628585,0.095906265290411019,0.63749453835254799
4010,wart,18,2.8903717578961645,2.761122257050582,0.12924950084558251,0.83000428862083098,0.057544953231784102,0.095893231728187353,0.63754297705827501
4011,wedded,18,2.8903717578961645,2.7607170311324687,0.12965472676369583,0.83002773096940741,0.057531431838197138,0.095880204290981236,0.63759140438097417
4012,whereat,18,2.8903717578961645,2.7603119004194951,0.13005985747666937,0.83005116747419772,0.057517916797387443,0.095867182974476106,0.63763982032599542
4013,wilful,18,2.8903717578961645,2.7599068648669416,0.13046489302922293,0.83007459813811424,0.057504408104878967,0.0958541677743594,0.63768822489868293
4014,witchcraft,18,2.8903717578961645,2.7595019244301131,0.13086983346605141,0.83009802296406798,0.057490905756199855,0.095841158686322675,0.63773661810437809
4015,worthless,18,2.8903717578961645,2.759097079064345,0.13127467883181954,0.83012144195496707,0.057477409746882459,0.095828155706061457,0.63778499994841864
4016,yields,18,2.8903717578961645,2.7586923287250116,0.13167942917115294,0.83014485511371816,0.057463920072463336,0.095815158829275354,0.63783337043613786
4017,accent,17,2.8332133440562162,2.7582876733675104,0.074925670688705814,0.83016826244322517,0.057450436728483205,0.095802168051668024,0.6378817295728656
4018,accused,17,2.8332133440562162,2.7578831129472743,0.075330231108941881,0.83019166394638977,0.057436959710486998,0.095789183368947109,0.63793007736392815
4019,address,17,2.8332133440562162,2.757478647419763,0.075734696636453158,0.83021505962611208,0.057423489014023811,0.095776204776824331,0.63797841381464859
4020,aedile,17,2.8332133440562162,2.7570742767404788,0.076139067315737385,0.83023844948528958,0.057410024634646915,0.095763232271015394,0.63802673893034456
4021,alliance,17,2.8332133440562162,2.7566700008649434,0.076543343191272761,0.83026183352681771,0.057396566567913754,0.095750265847240029,0.63807505271633158
4022,antenor,17,2.8332133440562162,2.7562658197487124,0.076947524307503734,0.83028521175358938,0.057383114809385939,0.095737305501222017,0.63812335517792085
4023,arriv,17,2.8332133440562162,2.7558617333473769,0.077351610708839225,0.8303085841684964,0.057369669354629227,0.095724351228689081,0.63817164632041978
4024,assault,17,2.8332133440562162,2.7554577416165564,0.077755602439659732,0.83033195077442723,0.057356230199213556,0.095711403025372982,0.63821992614913214
4025,assay,17,2.8332133440562162,2.7550538445119024,0.078159499544313782,0.83035531157426901,0.057342797338712989,0.095698460887009507,0.63826819466935758
4026,asunder,17,2.8332133440562162,2.7546500419890982,0.078563302067117924,0.83037866657090598,0.057329370768705742,0.095685524809338368,0.63831645188639252
4027,avaunt,17,2.8332133440562162,2.7542463340038523,0.07896701005236384,0.83040201576722084,0.057315950484774177,0.095672594788103332,0.63836469780553029
4028,bail,17,2.8332133440562162,2.7538427205119138,0.079370623544302354,0.83042535916609417,0.057302536482504794,0.095659670819052134,0.63841293243205888
4029,baseness,17,2.8332133440562162,2.7534392014690585,0.079774142587157648,0.83044869677040367,0.057289128757488206,0.095646752897936449,0.63846115577126339
4030,bastards,17,2.8332133440562162,2.7530357768310907,0.080177567225125479,0.83047202858302593,0.057275727305319171,0.095633841020511992,0.6385093678284256
4031,beautiful,17,2.8332133440562162,2.7526324465538483,0.080580897502367854,0.83049535460683477,0.057262332121596558,0.095620935182538391,0.63855756860882329
4032,begg,17,2.8332133440562162,2.7522292105931978,0.08098413346301836,0.83051867484470177,0.05724894320192335,0.095608035379779258,0.63860575811773035
4033,belongs,17,2.8332133440562162,2.7518260689050411,0.081387275151175054,0.83054198929949663,0.057235560541906656,0.095595141608002185,0.63865393636041745
4034,belov,17,2.8332133440562162,2.7514230214453121,0.08179032261090402,0.83056529797408718,0.057222184137157676,0.095582253862978694,0.63870210334215027
4035,betrayed,17,2.8332133440562162,2.7510200681699644,0.082193275886251804,0.83058860087133835,0.057208813983291723,0.095569372140484304,0.63875025906819272
4036,bigger,17,2.8332133440562162,2.7506172090349956,0.08259613502122054,0.83061189799411372,0.057195450075928189,0.095556496436298419,0.63879840354380346
4037,borrowed,17,2.8332133440562162,2.7502144439964251,0.082998900059791048,0.83063518934527425,0.057182092410690583,0.095543626746204424,0.63884653677423875
4038,branches,17,2.8332133440562162,2.7498117730103129,0.083401571045903289,0.83065847492767908,0.057168740983206484,0.095530763065989621,0.63889465876474938
4039,brawl,17,2.8332133440562162,2.7494091960327349,0.08380414802348124,0.83068175474418504,0.057155395789107562,0.095517905391445279,0.6389427695205846
4040,bridegroom,17,2.8332133440562162,2.7490067130198117,0.084206631036404467,0.83070502879764685,0.057142056824029563,0.095505053718366581,0.63899086904698832
4041,butt,17,2.8332133440562162,2.7486043239276903,0.084609020128525891,0.83072829709091722,0.057128724083612303,0.095492208042552595,0.63903895734920146
4042,calphurnia,17,2.8332133440562162,2.7482020287125444,0.085011315343671789,0.83075155962684666,0.057115397563499662,0.095479368359806388,0.6390870344324614
4043,cheap,17,2.8332133440562162,2.7477998273305833,0.08541351672563291,0.83077481640828332,0.057102077259339599,0.095466534665934855,0.63913510030200149
4044,choke,17,2.8332133440562162,2.7473977197380446,0.085815624318171579,0.83079806743807383,0.057088763166784122,0.095453706956748874,0.63918315496305189
4045,christendom,17,2.8332133440562162,2.7469957058911962,0.086217638165019927,0.83082131271906245,0.057075455281489294,0.095440885228063169,0.63923119842083831
4046,clay,17,2.8332133440562162,2.7465937857463398,0.086619558309876332,0.83084455225409082,0.057062153599115227,0.095428069475696431,0.63927923068058357
4047,coloured,17,2.8332133440562162,2.7461919592598001,0.087021384796416079,0.8308677860459992,0.057048858115326076,0.095415259695471183,0.63932725174750693
4048,compact,17,2.8332133440562162,2.7457902263879426,0.087423117668273598,0.83089101409762545,0.057035568825790049,0.095402455883213888,0.63937526162682279
4049,concluded,17,2.8332133440562162,2.7453885870871559,0.087824756969060225,0.83091423641180517,0.057022285726179366,0.095389658034754854,0.63942326032374341
4050,cowardly,17,2.8332133440562162,2.7449870413138626,0.088226302742353546,0.83093745299137212,0.057009008812170296,0.095376866145928343,0.63947124784347653
4051,crept,17,2.8332133440562162,2.7445855890245117,0.088627755031704503,0.83096066383915801,0.05699573807944313,0.095364080212572408,0.63951922419122664
4052,crime,17,2.8332133440562162,2.7441842301755859,0.089029113880630284,0.83098386895799203,0.05698247352368218,0.09535130023052904,0.63956718937219426
4053,crystal,17,2.8332133440562162,2.7437829647235983,0.089430379332617882,0.83100706835070159,0.056969215140575777,0.095338526195644063,0.63961514339157688
4054,debate,17,2.8332133440562162,2.7433817926250956,0.089831551431120538,0.83103026202011232,0.056955962925816249,0.0953257581037672,0.63966308625456691
4055,deceiv,17,2.8332133440562162,2.7429807138366424,0.090232630219573728,0.83105344996904684,0.056942716875099955,0.095312995950751989,0.63971101796635532
4056,derived,17,2.8332133440562162,2.742579728314853,0.090633615741363194,0.83107663220032668,0.056929476984127238,0.095300239732455883,0.63975893853212729
4057,descent,17,2.8332133440562162,2.7421788360163522,0.091034508039864015,0.83109980871677058,0.056916243248602442,0.09528748944474015,0.63980684795706633
4058,distemper,17,2.8332133440562162,2.741778036897804,0.091435307158412193,0.83112297952119563,0.056903015664233919,0.095274745083469906,0.63985474624635097
4059,dower,17,2.8332133440562162,2.7413773309159133,0.091836013140302875,0.83114614461641667,0.056889794226733986,0.095262006644514091,0.63990263340515607
4060,dried,17,2.8332133440562162,2.7409767180273903,0.092236626028825874,0.83116930400524636,0.056876578931818966,0.09524927412374555,0.63995050943865439
4061,drives,17,2.8332133440562162,2.7405761981889984,0.092637145867217718,0.83119245769049555,0.056863369775209151,0.095236547517040901,0.63999837435201312
4062,drowsy,17,2.8332133440562162,2.7401757713575172,0.093037572698698945,0.83121560567497266,0.0568501667526288,0.095223826820280605,0.64004622815039769
4063,egeus,17,2.8332133440562162,2.7397754374897669,0.093437906566449236,0.83123874796148423,0.056836969859806165,0.095211112029348954,0.64009407083896819
4064,egg,17,2.8332133440562162,2.739375196542591,0.093838147513625181,0.8312618845528349,0.056823779092473437,0.095198403140134072,0.64014190242288227
4065,err,17,2.8332133440562162,2.7389750484728577,0.0942382955833585,0.83128501545182698,0.056810594446366783,0.095185700148527883,0.64018972290729403
4066,executioner,17,2.8332133440562162,2.7385749932374797,0.094638350818736505,0.83130814066126069,0.056797415917226327,0.095173003050426114,0.64023753229735325
4067,exploit,17,2.8332133440562162,2.738175030793391,0.095038313262825191,0.83133126018393444,0.056784243500796139,0.095160311841728323,0.64028533059820647
4068,extend,17,2.8332133440562162,2.7377751610975523,0.095438182958663909,0.83135437402264423,0.056771077192824246,0.095147626518337886,0.64033311781499713
4069,extreme,17,2.8332133440562162,2.7373753841069615,0.095837959949254703,0.83137748218018448,0.056757916989062601,0.095134947076161908,0.64038089395286402
4070,fac,17,2.8332133440562162,2.7369756997786432,0.096237644277572976,0.83140058465934696,0.056744762885267107,0.095122273511111355,0.64042865901694346
4071,feeding,17,2.8332133440562162,2.7365761080696487,0.096637235986567482,0.83142368146292189,0.056731614877197599,0.095109605819100967,0.64047641301236791
4072,fifteen,17,2.8332133440562162,2.7361766089370665,0.097036735119149675,0.83144677259369715,0.056718472960617841,0.095096943996049232,0.64052415594426559
4073,flatterer,17,2.8332133440562162,2.7357772023380083,0.097436141718207914,0.83146985805445872,0.056705337131295518,0.095084288037878495,0.64057188781776175
4074,florentine,17,2.8332133440562162,2.7353778882296176,0.097835455826598583,0.83149293784799028,0.05669220738500224,0.095071637940514805,0.64061960863797829
4075,foil,17,2.8332133440562162,2.7349786665690718,0.098234677487144317,0.8315160119770737,0.056679083717513533,0.095058993699888017,0.64066731841003288
4076,follower,17,2.8332133440562162,2.7345795373135697,0.098633806742646435,0.83153908044448888,0.056665966124608821,0.095046355311931757,0.64071501713904044
4077,fray,17,2.8332133440562162,2.734180500420349,0.099032843635867174,0.83156214325301347,0.056652854602071451,0.095033722772583373,0.64076270483011155
4078,frenchmen,17,2.8332133440562162,2.7337815558466687,0.099431788209547456,0.83158520040542305,0.056639749145688659,0.095021096077784042,0.64081038148835356
4079,frighted,17,2.8332133440562162,2.7333827035498235,0.099830640506392676,0.83160825190449117,0.056626649751251583,0.095008475223478633,0.6408580471188704
4080,frowning,17,2.8332133440562162,2.7329839434871346,0.10022940056908158,0.83163129775298983,0.056613556414555261,0.094995860205615817,0.64090570172676253
4081,function,17,2.8332133440562162,2.7325852756159552,0.10062806844026095,0.83165433795368815,0.056600469131398615,0.094983251020147957,0.64095334531712655
4082,gav,17,2.8332133440562162,2.7321866998936652,0.10102664416255092,0.83167737250935359,0.056587387897584433,0.094970647663031205,0.64100097789505561
4083,ghosts,17,2.8332133440562162,2.7317882162776748,0.1014251277785414,0.83170040142275214,0.056574312708919411,0.09495805013022543,0.64104859946563963
4084,gilt,17,2.8332133440562162,2.7313898247254258,0.10182351933079037,0.83172342469664662,0.0565612435612141,0.094945458417694223,0.64109621003396489
4085,gloss,17,2.8332133440562162,2.7309915251943906,0.10222181886182558,0.83174644233379902,0.056548180450282932,0.094932872521404921,0.6411438096051133
4086,hatred,17,2.8332133440562162,2.7305933176420609,0.10262002641415524,0.83176945433696825,0.056535123371944197,0.094920292437328579,0.64119139818416504
4087,haunt,17,2.8332133440562162,2.7301952020259748,0.1030181420302414,0.831792460708912,0.056522072322020056,0.094907718161440002,0.6412389757761946
4088,headed,17,2.8332133440562162,2.7297971783036807,0.10341616575253543,0.8318154614523855,0.056509027296336507,0.094895149689717656,0.64128654238627514
4089,heel,17,2.8332133440562162,2.729399246432779,0.10381409762343718,0.83183845657014199,0.056495988290723428,0.094882587018143741,0.64133409801947416
4090,hills,17,2.8332133440562162,2.7290014063708732,0.10421193768534298,0.83186144606493295,0.056482955301014527,0.09487003014270419,0.64138164268085796
4091,hind,17,2.8332133440562162,2.7286036580756186,0.10460968598059761,0.83188442993950729,0.056469928323047355,0.094857479059388614,0.64142917637548691
4092,hinder,17,2.8332133440562162,2.7282060015046863,0.10500734255152988,0.8319074081966128,0.056456907352663316,0.094844933764190315,0.64147669910841998
4093,homage,17,2.8332133440562162,2.7278084366157831,0.10540490744043307,0.8319303808389944,0.056443892385707628,0.094832394253106328,0.64152421088471112
4094,horrid,17,2.8332133440562162,2.7274109633666441,0.10580238068957204,0.83195334786939534,0.056430883418029362,0.094819860522137311,0.64157171170941163
4095,horror,17,2.8332133440562162,2.7270135817150276,0.10619976234118855,0.83197630929055688,0.056417880445481398,0.094807332567287711,0.64161920158756947
4096,hum,17,2.8332133440562162,2.7266162916187344,0.10659705243748174,0.83199926510521827,0.05640488346392044,0.094794810384565525,0.64166668052422782
4097,humility,17,2.8332133440562162,2.7262190930355779,0.10699425102063831,0.83202221531611698,0.056391892469207019,0.094782293969982556,0.64171414852442821
4098,huntsman,17,2.8332133440562162,2.7258219859234138,0.10739135813280232,0.83204515992598782,0.056378907457205474,0.094769783319554185,0.64176160559320727
4099,idly,17,2.8332133440562162,2.7254249702401196,0.10778837381609652,0.83206809893756395,0.056365928423783941,0.094757278429299527,0.64180905173559866
4100,injurious,17,2.8332133440562162,2.7250280459436045,0.10818529811261168,0.83209103235357684,0.056352955364814376,0.094744779295241319,0.641856486956633
4101,instead,17,2.8332133440562162,2.7246312129918095,0.10858213106440662,0.83211396017675576,0.056339988276172523,0.094732285913405989,0.64190391126133639
4102,intends,17,2.8332133440562162,2.7242344713426991,0.10897887271351703,0.83213688240982764,0.056327027153737927,0.094719798279823575,0.64195132465473215
4103,its,17,2.8332133440562162,2.7238378209542713,0.10937552310194487,0.83215979905551785,0.05631407199339393,0.094707316390527846,0.64199872714184014
4104,jests,17,2.8332133440562162,2.7234412617845489,0.10977208227166724,0.83218271011654976,0.056301122791027648,0.094694840241556139,0.64204611872767681
4105,lamentable,17,2.8332133440562162,2.7230447937915869,0.11016855026462924,0.83220561559564443,0.05628817954252998,0.094682369828949481,0.64209349941725502
4106,latest,17,2.8332133440562162,2.7226484169334668,0.11056492712274935,0.83222851549552102,0.056275242243795612,0.094669905148752523,0.64214086921558389
4107,leaf,17,2.8332133440562162,2.7222521311683039,0.11096121288791227,0.83225140981889711,0.056262310890722998,0.094657446197013551,0.6421882281276694
4108,lends,17,2.8332133440562162,2.7218559364542383,0.11135740760197788,0.83227429856848756,0.056249385479214362,0.0946449929697845,0.64223557615851379
4109,longs,17,2.8332133440562162,2.721459832749435,0.11175351130678113,0.83229718174700607,0.056236466005175692,0.094632545463120915,0.64228291331311682
4110,madly,17,2.8332133440562162,2.7210638200120982,0.11214952404411793,0.83232005935716369,0.056223552464516734,0.094620103673081934,0.6423302395964734
4111,marquess,17,2.8332133440562162,2.7206678982004497,0.11254544585576642,0.83234293140166982,0.056210644853150991,0.094607667595730402,0.64237755501357607
4112,melted,17,2.8332133440562162,2.7202720672727487,0.11294127678346744,0.83236579788323173,0.056197743166995731,0.0945952372271327,0.64242485956941331
4113,monmouth,17,2.8332133440562162,2.7198763271872828,0.11333701686893338,0.83238865880455504,0.056184847401971945,0.09458281256335882,0.64247215326897023
4114,mortality,17,2.8332133440562162,2.7194806779023608,0.11373266615385536,0.83241151416834303,0.056171957554004392,0.09457039360048243,0.64251943611722884
4115,neglected,17,2.8332133440562162,2.7190851193763237,0.11412822467989248,0.8324343639772972,0.056159073619021546,0.09455798033458071,0.64256670811916805
4116,nuncle,17,2.8332133440562162,2.7186896515675496,0.11452369248866656,0.83245720823411684,0.056146195592955632,0.094545572761734517,0.64261396927976178
4117,oblivion,17,2.8332133440562162,2.7182942744344309,0.11491906962178522,0.83248004694149969,0.056133323471742609,0.094533170878028261,0.64266121960398226
4118,opposed,17,2.8332133440562162,2.7178989879353974,0.11531435612081875,0.83250288010214102,0.056120457251322142,0.094520774679549918,0.64270845909679786
4119,orsino,17,2.8332133440562162,2.7175037920289054,0.11570955202731081,0.83252570771873469,0.056107596927637643,0.094508384162391129,0.64275568776317293
4120,owner,17,2.8332133440562162,2.7171086866734431,0.11610465738277309,0.83254852979397198,0.056094742496636214,0.094495999322647031,0.64280290560806863
4121,papers,17,2.8332133440562162,2.7167136718275184,0.11649967222869773,0.83257134633054286,0.056081893954268693,0.094483620156416384,0.64285011263644343
4122,parentage,17,2.8332133440562162,2.7163187474496802,0.11689459660653601,0.83259415733113495,0.056069051296489619,0.094471246659801528,0.64289730885325114
4123,parents,17,2.8332133440562162,2.7159239134984947,0.11728943055772145,0.832616962798434,0.056056214519257234,0.094458878828908341,0.64294449426344336
4124,pavilion,17,2.8332133440562162,2.7155291699325641,0.11768417412365206,0.83263976273512341,0.056043383618533484,0.094446516659846297,0.64299166887196735
4125,period,17,2.8332133440562162,2.7151345167105134,0.11807882734570274,0.83266255714388571,0.056030558590284003,0.094434160148728408,0.64303883268376782
4126,philippi,17,2.8332133440562162,2.714739953790998,0.11847339026521819,0.83268534602740008,0.056017739430478136,0.094421809291671238,0.64308598570378561
4127,plants,17,2.8332133440562162,2.7143454811327032,0.11886786292351292,0.83270812938834504,0.056004926135088888,0.094409464084794961,0.6431331279369582
4128,plenty,17,2.8332133440562162,2.7139510986943431,0.11926224536187302,0.83273090722939613,0.05599211870009297,0.094397124524223219,0.64318025938821966
4129,pot,17,2.8332133440562162,2.7135568064346547,0.11965653762156148,0.83275367955322765,0.055979317121470772,0.094384790606083263,0.6432273800625008
4130,pounds,17,2.8332133440562162,2.713162604312414,0.1200507397438022,0.8327764463625118,0.055966521395206338,0.094372462326505827,0.64327448996472858
4131,prais,17,2.8332133440562162,2.712768492286413,0.12044485176980313,0.83279920765991833,0.055953731517287407,0.094360139681625238,0.64332158909982762
4132,prophet,17,2.8332133440562162,2.7123744703154795,0.12083887374073665,0.83282196344811577,0.055940947483705372,0.094347822667579351,0.64336867747271809
4133,proves,17,2.8332133440562162,2.7119805383584694,0.12123280569774675,0.83284471372977043,0.055928169290455299,0.094335511280509488,0.64341575508831705
4134,race,17,2.8332133440562162,2.7115866963742583,0.12162664768195786,0.8328674585075464,0.055915396933535894,0.094323205516560565,0.64346282195153914
4135,rated,17,2.8332133440562162,2.7111929443217644,0.12202039973445178,0.83289019778410656,0.055902630408949536,0.094310905371880999,0.64350987806729421
4136,ravish,17,2.8332133440562162,2.7107992821599218,0.12241406189629433,0.83291293156211066,0.055889869712702246,0.094298610842622699,0.64355692344048943
4137,rear,17,2.8332133440562162,2.7104057098476986,0.12280763420851759,0.83293565984421802,0.055877114840803689,0.09428632192494113,0.64360395807602855
4138,rein,17,2.8332133440562162,2.7100122273440892,0.12320111671212697,0.83295838263308486,0.055864365789267172,0.094274038614995198,0.64365098197881243
4139,religion,17,2.8332133440562162,2.7096188346081167,0.12359450944809947,0.83298109993136582,0.055851622554109651,0.09426176090894739,0.64369799515373749
4140,restored,17,2.8332133440562162,2.709225531598829,0.12398781245738721,0.83300381174171412,0.055838885131351705,0.094249488802963674,0.64374499760569825
4141,ribs,17,2.8332133440562162,2.7088323182753093,0.12438102578090682,0.83302651806678019,0.055826153517017536,0.094237222293213463,0.64379198933958437
4142,rode,17,2.8332133440562162,2.7084391945966644,0.12477414945955179,0.83304921890921291,0.055813427707134981,0.094224961375869734,0.64383897036028304
4143,rouen,17,2.8332133440562162,2.7080461605220254,0.12516718353419076,0.83307191427165961,0.055800707697735506,0.094212706047108907,0.64388594067267801
4144,ruffian,17,2.8332133440562162,2.7076532160105558,0.12556012804566041,0.83309460415676517,0.055787993484854172,0.094200456303110885,0.64393290028164973
4145,saturnine,17,2.8332133440562162,2.707260361021449,0.12595298303476721,0.83311728856717304,0.055775285064529674,0.094188212140059083,0.64397984919207496
4146,scars,17,2.8332133440562162,2.7068675955139216,0.12634574854229452,0.8331399675055241,0.055762582432804297,0.094175973554140369,0.64402678740882768
4147,scot,17,2.8332133440562162,2.7064749194472206,0.12673842460899554,0.83316264097445814,0.055749885585723948,0.09416374054154511,0.64407371493677779
4148,sennet,17,2.8332133440562162,2.7060823327806212,0.12713101127559501,0.83318530897661225,0.055737194519338118,0.094151513098467088,0.64412063178079271
4149,shoe,17,2.8332133440562162,2.7056898354734216,0.1275235085827946,0.83320797151462211,0.055724509229699917,0.094139291221103621,0.64416753794573589
4150,showers,17,2.8332133440562162,2.7052974274849539,0.12791591657126222,0.83323062859112151,0.055711829712866021,0.094127074905655445,0.644214433436468
4151,shrew,17,2.8332133440562162,2.7049051087745788,0.12830823528163737,0.8332532802087419,0.055699155964896711,0.094114864148326746,0.64426131825784561
4152,smallest,17,2.8332133440562162,2.7045128793016744,0.12870046475454178,0.83327592637011316,0.055686487981855853,0.094102658945325185,0.64430819241472304
4153,snout,17,2.8332133440562162,2.7041207390256634,0.12909260503055275,0.83329856707786365,0.055673825759810877,0.094090459292861861,0.64435505591194997
4154,springs,17,2.8332133440562162,2.7037286879059774,0.12948465615023874,0.83332120233461882,0.055661169294832807,0.094078265187151316,0.64440190875437431
4155,spurs,17,2.8332133440562162,2.7033367259020906,0.12987661815412554,0.83334383214300312,0.055648518582996229,0.094066076624411563,0.6444487509468394
4156,stab,17,2.8332133440562162,2.7029448529734967,0.13026849108271943,0.83336645650563879,0.055635873620379306,0.094053893600864025,0.64449558249418581
4157,stead,17,2.8332133440562162,2.7025530690797179,0.13066027497649824,0.83338907542514629,0.055623234403063743,0.094041716112733528,0.64454240340125102
4158,stopped,17,2.8332133440562162,2.7021613741803101,0.13105196987590606,0.83341168890414374,0.055610600927134837,0.09402954415624841,0.64458921367286848
4159,studied,17,2.8332133440562162,2.7017697682348452,0.13144357582137101,0.83343429694524784,0.055597973188681413,0.09401737772764035,0.64463601331386944
4160,succession,17,2.8332133440562162,2.7013782512029376,0.13183509285327855,0.8334568995510736,0.055585351183795866,0.0940052168231445,0.64468280232908037
4161,sugar,17,2.8332133440562162,2.7009868230442127,0.1322265210120035,0.83347949672423349,0.055572734908574131,0.093993061438999451,0.6447295807233262
4162,summon,17,2.8332133440562162,2.7005954837183364,0.13261786033787981,0.83350208846733842,0.055560124359115677,0.093980911571447112,0.64477634850142718
4163,sums,17,2.8332133440562162,2.7002042331849978,0.13300911087121836,0.83352467478299741,0.05554751953152353,0.09396876721673289,0.64482310566820089
4164,superfluous,17,2.8332133440562162,2.699813071403911,0.13340027265230514,0.83354725567381793,0.055534920421904242,0.093956628371105591,0.64486985222846172
4165,survey,17,2.8332133440562162,2.6994219983348238,0.1337913457213924,0.83356983114240502,0.055522327026367904,0.093944495030817379,0.64491658818702002
4166,temples,17,2.8332133440562162,2.6990310139375016,0.13418233011871461,0.83359240119136191,0.055509739341028125,0.093932367192123861,0.64496331354868397
4167,thaliard,17,2.8332133440562162,2.6986401181717454,0.13457322588447074,0.83361496582329053,0.055497157362002038,0.093920244851284002,0.64501002831825793
4168,theft,17,2.8332133440562162,2.6982493109973813,0.13496403305883486,0.83363752504079003,0.055484581085410309,0.093908128004560207,0.64505673250054285
4169,threats,17,2.8332133440562162,2.6978585923742582,0.13535475168195799,0.83366007884645865,0.055472010507377101,0.0938960166482182,0.64510342610033689
4170,thursday,17,2.8332133440562162,2.6974679622622624,0.13574538179395379,0.83368262724289233,0.055459445624030101,0.093883910778527147,0.64515010912243409
4171,tire,17,2.8332133440562162,2.697077420621298,0.1361359234349182,0.83370517023268464,0.055446886431500496,0.093871810391759569,0.6451967815716263
4172,tokens,17,2.8332133440562162,2.6966869674113028,0.13652637664491341,0.8337277078184282,0.055434332925922994,0.093859715484191378,0.64524344345270113
4173,torches,17,2.8332133440562162,2.6962966025922341,0.13691674146398203,0.83375024000271303,0.055421785103435782,0.09384762605210184,0.64529009477044386
4174,torn,17,2.8332133440562162,2.6959063261240832,0.13730701793213296,0.83377276678812806,0.055409242960180544,0.093835542091773569,0.64533673552963577
4175,traveller,17,2.8332133440562162,2.695516137966866,0.13769720608935021,0.83379528817725912,0.055396706492302474,0.093823463599492618,0.6453833657350555
4176,trebonius,17,2.8332133440562162,2.695126038080625,0.13808730597559116,0.83381780417269158,0.055384175695950229,0.093811390571548303,0.64542998539147789
4177,trifles,17,2.8332133440562162,2.6947360264254332,0.13847731763078297,0.83384031477700804,0.055371650567275978,0.093799323004233381,0.64547659450367478
4178,undergo,17,2.8332133440562162,2.6943461029613882,0.13886724109482795,0.83386281999278966,0.055359131102435344,0.093787260893843899,0.64552319307641481
4179,unlike,17,2.8332133440562162,2.6939562676486126,0.13925707640760354,0.83388531982261571,0.055346617297587442,0.093775204236679288,0.6455697811144635
4180,vault,17,2.8332133440562162,2.6935665204472592,0.13964682360895697,0.83390781426906313,0.055334109148894854,0.09376315302904234,0.64561635862258282
4181,visitation,17,2.8332133440562162,2.6931768613175056,0.14003648273871061,0.83393030333470775,0.055321606652523628,0.093751107267239148,0.64566292560553173
4182,visor,17,2.8332133440562162,2.6927872902195595,0.14042605383665663,0.83395278702212294,0.055309109804643278,0.093739066947579164,0.64570948206806589
4183,vowed,17,2.8332133440562162,2.6923978071136538,0.14081553694256232,0.83397526533388078,0.055296618601426789,0.093727032066375171,0.64575602801493781
4184,wak,17,2.8332133440562162,2.692008411960046,0.14120493209617013,0.83399773827255086,0.055284133039050581,0.093715002619943255,0.64580256345089693
